train_loss,valid_loss,train_token,valid_token,train_exact,valid_exact
2.350947958789899,1.8147829664059174,41.63602022551271,51.70356720011041,0.243253816317358,1.1618589743589751
1.6291179284933386,1.3290715844203265,56.07278900949967,63.99296597220884,2.756252323639253,6.3082750582750595
1.2935032706731715,1.0524051896272562,64.90361287973424,71.75589136442038,7.210911532464369,13.439685314685317
1.071728260455681,0.8108042765122193,70.85291461415511,78.1045531231007,12.305681332645268,21.53263403263403
0.8315155117658521,0.6372143945250756,77.40672319147872,82.86416677873018,20.17276084411226,29.21158702408702
0.7014894500620125,0.5854562650888394,80.90738118657087,84.2498106425474,25.40261385138698,31.86917249417249
0.6341447671268698,0.5240203484128683,82.68219895006612,85.8712094659944,28.59127116245777,35.35474941724942
0.5801139959669489,0.4780979783107073,84.14371121552665,87.16168922526417,31.26699377958307,38.22601010101009
0.5337665070357627,0.4504865812949645,85.39397960796282,87.81305047113938,33.72148513148327,39.61975524475525
0.4937574331279985,0.430902743855348,86.45152780252302,88.33773140820594,36.05140167468493,41.351010101010104
0.46594501827005497,0.3990180144707362,87.19262945976314,89.24638563216557,37.72664152974537,43.22552447552448
0.43409347972574625,0.3791321323086054,88.05582660573366,89.7831006405746,39.97304578471033,44.851155788655795
0.41217433122028685,0.3610302991209886,88.62721144510556,90.23351826073849,41.22292093245215,46.181769619269595
0.3869893794816651,0.3479012459134444,89.30800759889372,90.58922207406427,43.13371538124329,47.02797202797204
0.36987841295701057,0.33544176797836256,89.76901597527645,90.88611994045355,44.369544649942,48.06478243978246
0.35192389215583364,0.32553410358153856,90.24269950907508,91.23063371990362,45.67522182084535,49.51194638694638
0.3346586453654379,0.3138667068038231,90.69508822994169,91.55943864616094,46.879387169627044,50.39821289821289
0.31832177029307945,0.30405557786042875,91.1524826601147,91.84851182556844,48.242427016918874,51.226204351204366
0.3077350892526556,0.2999601377508579,91.42771145162591,91.96753512536988,49.13175658803754,51.51515151515152
0.2969478103375554,0.2967770464527301,91.73777024470343,91.99962312596065,50.212873100164785,51.60863442113442
0.29134760553826583,0.2823235927483974,91.8522386736067,92.45500698834658,50.57726828808143,53.38480963480963
0.26610898845692404,0.28011422021648824,92.52634853825425,92.49219708192138,52.87454983824705,53.10921717171718
0.26333873587245166,0.2702358212704078,92.59648727165037,92.77873438603716,53.17728188310495,54.484751359751336
0.24271708801015413,0.26420446432744843,93.15717611879042,92.94526694610437,55.122792195901575,54.7336344211344
0.2391724549207247,0.2602228630238619,93.22963179108906,93.09186346635231,55.40894663537041,55.312742812742805
0.22090430912923711,0.25112775264260095,93.72954369770231,93.33671316535366,57.39964652938458,56.19415306915309
0.2084081670324036,0.2481251624532235,94.11198545316866,93.50582676238143,58.78706724820076,56.8885975135975
0.20171294262154066,0.24586167262914854,94.25268443533001,93.53994067441644,59.56316275740369,56.808469308469306
0.19574414936021642,0.24323098786557332,94.44344555001439,93.613979310404,60.23178128103973,57.22246503496504
0.1896721957172764,0.2416882328211497,94.56765717872804,93.68794349799815,60.99549560797493,57.41428710178712
0.18622672566897372,0.25142428192954797,94.67603309487046,93.49434130327926,61.42814336368632,56.42603923853922
0.19167799091949236,0.24128653419514498,94.48875581687975,93.7336565635659,60.37993929405757,58.05045648795647
0.17377149540885653,0.23607999683381656,95.0129585532845,93.90573379845877,62.74197061255296,58.581002331002324
0.1648701729310267,0.23811717245441216,95.2512766840607,93.84173522770132,63.84236986232951,58.01039238539241
0.16119189401748527,0.2342978388739702,95.3693487785729,93.99780660247973,64.50249149617407,58.61621017871017
0.1561897025338948,0.2353575728738155,95.48577358253652,94.00312342721958,65.0383851331481,58.70483682983682
0.1520775128702607,0.2320470506659685,95.60072180881028,94.0891487202777,65.43094144151652,59.52432983682984
0.14838348006937618,0.23381892806635454,95.68100794296524,94.07741268699085,66.08877411729452,59.03020590520589
0.14332772327657675,0.23276020591266644,95.82626505383219,94.14412473422956,66.73266495757811,59.50611888111892
0.14014379444426098,0.23396520631817672,95.90553164975292,94.17618093176615,67.10732577560995,59.79992229992231
0.13609205715694253,0.23285461685214287,96.02876180440369,94.17951382291692,67.60094305072333,59.5595376845377
0.12683666147606323,0.2293324842571448,96.28974576714228,94.31247252519826,69.33364962572082,60.040306915306886
0.1235249138936539,0.23023366226026645,96.3971011450564,94.3097940276545,69.75464450400361,60.41423853923855
0.12155319663109998,0.23015771175806338,96.43966601958537,94.32260843392912,69.86288447559296,60.46765734265737
0.12227729585557728,0.23316894715222028,96.42234373366276,94.277940579049,69.81883937340817,59.773212898212876
0.12150745188488052,0.23122307190146202,96.43393344644115,94.34983784651105,69.83507016696906,60.50772144522147
0.1109453331713772,0.22996358181803656,96.76316359122318,94.37924591904309,71.76726290556168,60.62791375291378
0.10904388002779285,0.22936643473803997,96.80265866450102,94.4197258978967,72.13699899563298,60.73475135975137
0.10876972121756548,0.2304540213006429,96.83216684214096,94.42120536384496,72.30763041511987,60.68133255633256
0.10727252669995098,0.23112390539011893,96.8555294032222,94.40370516224895,72.35999900118173,60.48101204351204
